"","en"
"game_spell_tooltip_MordekaiserCreepingDeathCast","<titleLeft>Creeping Death (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>Costs <font color='#CC3300'>@Effect3Amount@ Health</font></subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Unleashes a protective cloud of metal shards to surround an ally for 6 seconds, increasing their armor and magic resistance by @Effect1Amount@ and dealing @Effect2Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage per second to nearby enemies.</mainText>"
"game_spell_tooltip_MordekaiserMaceOfSpades","<titleLeft>Mace of Spades (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>Costs <font color='#CC3300'>@Effect3Amount@ Health</font></subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>On next hit, Mordekaiser swings his mace with such force that it echoes out, striking up to 3 additional nearby targets, dealing @Effect2Amount@ <font color='#FF8C00'>(+@f2@)</font> <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage.</font> <br><br>If the target is alone, @Effect1Amount@ <font color='#FF8C00'>(+@f1@)</font> <font color='#99FF99'>(+@CharAbilityPower2@)</font> damage is dealt instead.</mainText>"
"game_spell_tooltip_MordekaiserSyphonOfDestruction","<titleLeft>Siphon of Destruction (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>Costs <font color='#CC3300'>@Effect1Amount@ Health</font></subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Mordekaiser damages enemies in a cone in front of him, dealing @Effect3Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage.</mainText>"
"game_spell_tooltip_MoveQuick","<titleLeft>Move Quick (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ Sec Cooldown</subtitleRight><mainText><font color='#FF9900' size='14'>Passive: </font>Teemo's Movement Speed is increased by @Effect1Amount@% unless he has been damaged by an enemy champion or turret in the last 5 seconds.<br><br><font color='#FF9900' size='14'>Active: </font>Teemo sprints, gaining twice his normal bonus for 3 seconds. This bonus is not lost when struck.</mainText>"
"game_spell_tooltip_NetherBlade","<titleLeft>Nether Blade (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText><font color='#FF9900' size='14'>Passive: </font>Kassadin's basic attacks draw energy from the void, restoring @Effect1Amount@ Mana each hit. If the target is an enemy champion, the Mana restored is tripled to @Effect3Amount@.<br><br><font color='#FF9900' size='14'>Active: </font>Kassadin charges his nether blade for @Effect4Amount@ seconds causing his basic attacks to deal an additional @Effect2Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage.</mainText>"
"game_spell_tooltip_NocturneDuskbringer","<titleLeft>Duskbringer (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Nocturne throws a shadow blade that deals @Effect2Amount@ <font color='#FF8C00'>(+@f1@)</font> physical damage and leaves a Dusk Trail for @Effect3Amount@ seconds. Enemy champions hit also leave a Dusk Trail.<br><br>While on the trail, Nocturne ignores unit collision and gains @Effect1Amount@% Movement Speed and @Effect4Amount@ Attack Damage.</mainText>"
"game_spell_tooltip_NocturneParanoia","<titleLeft>Paranoia (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Nocturne reduces the sight radius of all enemy champions and removes their ally vision for 4 seconds.<br><br>While Paranoia is active, Nocturne can launch himself at an enemy champion, dealing @Effect3Amount@ <font color='#FF8C00'>(+@f1@)</font> physical damage.</mainText>"
"game_spell_tooltip_NocturneShroudofDarkness","<titleLeft>Shroud of Darkness (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText><font color='#FF9900' size='14'>Passive:</font> Nocturne has @Effect1Amount@% bonus Attack Speed.<br><br><font color='#FF9900' size='14'>Active:</font> Nocturne creates a magical barrier for 2 seconds, which blocks the next enemy ability.<br><br>If an ability is blocked by the shield, Nocturne's passive Attack Speed bonus doubles for 5 seconds.</mainText>"
"game_spell_tooltip_NocturneUmbraBladesAttack",""
"game_spell_tooltip_NocturneUnspeakableHorror","<titleLeft>Unspeakable Horror (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Nocturne plants a nightmare into his target's mind, dealing @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage over @Effect3Amount@ seconds. If Nocturne stays within range of the target for the full duration, the target becomes feared for @Effect2Amount@ second(s).</mainText>"
"game_spell_tooltip_NullLance","<titleLeft>Null Sphere (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Kassadin fires a void bolt, dealing @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage and silencing the target for @Effect2Amount@ second(s).</mainText>"
"game_spell_tooltip_Obduracy","<titleLeft>Brutal Strikes (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText><font color='#FF9900' size='14'>Passive: </font>Malphite's basic attacks hit units near his target for @Effect1Amount@% of his Attack Damage.<br><br><font color='#FF9900' size='14'>Active: </font>Malphite's Armor and Attack Damage increase by @Effect2Amount@% for @Effect3Amount@ seconds.</mainText>"
"game_spell_tooltip_Obtrusion","<titleLeft>Obtrusion (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Poppy commands her summoner to bring her to a target ally. Once there, Poppy receives @Effect1Amount@% of the damage dealt to her ally for 5 seconds, but protects them from harm.</mainText>"
"game_spell_tooltip_OdinCaptureChannel","Capturing"
"game_spell_tooltip_OdinCaptureChannelBomb","Capturing"
"game_spell_tooltip_OdinGuardianSpellAttackCast",""
"game_spell_tooltip_OlafAxeThrow","<titleLeft>Undertow (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Olaf throws an axe to a target location, dealing @Effect1Amount@ <font color='#FF8C00'>(+@CharTotalPhysical2@)</font> physical damage to units it passes through and slowing them by @Effect2Amount@% for 2.5 seconds.<br><br>If Olaf picks up the axe, the ability's cooldown is reduced by 6 seconds.</mainText>"
"game_spell_tooltip_OlafFrenziedStrikes","<titleLeft>Vicious Strikes (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>For 6 seconds, Olaf's attack damage is increased by @Effect1Amount@ <font color='#CC3300'>(+@f1@ [1% of maximum Health])</font> and he gains @Effect3Amount@% lifesteal and spell vamp.</mainText>"
"game_spell_tooltip_OlafRagnarok","<titleLeft>Ragnarok (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText><font color='#FF9900' size='14'>Active: </font>Removes all disables from Olaf and for the next @Effect3Amount@ seconds, he is immune to disables and reduces incoming damage by @Effect1Amount@.<br><br><font color='#FF9900' size='14'>Passive: </font>Olaf has @Effect2Amount@ increased armor penetration.</mainText>"
"game_spell_tooltip_OlafRecklessStrike","<titleLeft>Reckless Swing (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>Costs <font color='#FF3300'>@Effect2Amount@ Health</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Olaf ferociously swings his axes, dealing @Effect1Amount@ true damage to his target.</mainText>"
"game_spell_tooltip_OnTheHunt","<titleLeft>On the Hunt (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Sivir's battle prowess emanates for @Effect3Amount@ seconds, increasing her Movement Speed by @Effect2Amount@% and Attack Speed by @Effect1Amount@%. Nearby allies gain the Movement Speed bonus and half of the Attack Speed bonus for the duration.</mainText>"
"game_spell_tooltip_OrianaDetonateCommand","<titleLeft>Command: Shockwave (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Orianna commands her ball to unleash a shockwave after a brief delay, dealing @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage to nearby enemies and flinging them into the air a set distance in the direction of the ball.</mainText>"
"game_spell_tooltip_OrianaDissonanceCommand","<titleLeft>Command: Dissonance (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</font></subtitleLeft><subtitleRight>@Cooldown@ second Cooldown</subtitleRight><mainText>Orianna commands her ball to release an electric pulse, dealing @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage to nearby enemies.<br><br>The pulse leaves behind an energy field for @Effect4Amount@ seconds, lowering enemy Movement Speed by @Effect2Amount@% and increasing ally Movement Speed by @Effect3Amount@% for @Effect5Amount@ seconds. This effect diminishes over time.</mainText>"
"game_spell_tooltip_OrianaIzunaCommand","<titleLeft>Command: Attack (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ second Cooldown</subtitleRight><mainText>Orianna commands her ball to shoot toward a target location, dealing @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage to targets along the way. However, it deals @Effect2Amount@% less damage for each unit it hits (Minimum @Effect3Amount@%).<br><br>Her ball remains behind at the target location afterwards.</mainText>"
"game_spell_tooltip_OrianaRedactCommand","<titleLeft>Command: Protect (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ second Cooldown</subtitleRight><mainText><font color='#FF9900' size='14'>Passive: </font>The ball adds @Effect2Amount@ Armor and Magic Resist to the allied champion it is attached to.<br><br><font color='#FF9900' size='14'>Active: </font> Orianna commands her ball to travel to and attach onto an allied champion, shielding them for @Effect5Amount@ seconds from the next @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> damage. Enemies the ball passes through along the way are damaged for @Effect4Amount@% of the shield value: @Effect3Amount@ <font color='#99FF99'>(+@CharAbilityPower2@).</font></font></mainText>"
"game_spell_tooltip_OrianaSpellSword","<titleLeft>Clockwork Windup</titleLeft><mainText>Orianna's autoattacks deal additional magic damage.</mainText>"
"game_spell_tooltip_Overdrive","<titleLeft>Overdrive (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Blitzcrank supercharges himself to increase Movement Speed by @Effect1Amount@% and attack speed by @Effect2Amount@% for 8 seconds.</mainText>"
"game_spell_tooltip_Overload","<titleLeft>Overload (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText><font color='#FF9900' size='14'>Passive: </font>Ryze gains @Effect2Amount@% cooldown reduction.<br><br><font color='#FF9900' size='14'>Active: </font>Ryze blasts enemy unit for @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> plus 8% of his max mana <font color='#5555FF'>(+@f1@)</font> in magic damage. </mainText>"
"game_spell_tooltip_Pantheon_GrandSkyfall","<titleLeft>Grand Skyfall (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Pantheon gathers his strength and then leaps high into the air, crashing down at the target area a few seconds later.  Deals up to @Effect1Amount@ <font color='#FF8C00'>(+@CharAbilityPower@)</font> magic damage to units at the center (down to 33% at the edge) and slows them by 35% for 1 second.</mainText>"
"game_spell_tooltip_Pantheon_GrandSkyfall_Fall","<titleLeft>Grand Skyfall (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Pantheon gathers his strength and then leaps high into the air, crashing down at the target area a few seconds later.  Deals up to @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage to units at the center (down to 33% at the edge) and slows their movement speed by 35% for 1 second.</mainText>"
"game_spell_tooltip_Pantheon_GrandSkyfall_Jump","<titleLeft>Grand Skyfall (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Pantheon gathers his strength and then leaps high into the air, crashing down at the target area a few seconds later. Deals up to @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage to units at the center (down to @Effect3Amount@% at the edge) and slows their Movement Speed by @Effect4Amount@% for 1 second.</mainText>"
"game_spell_tooltip_Pantheon_Heartseeker","<titleLeft>Heartseeker Strike (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText><font color='#FF9900' size='14'>Passive: </font>Pantheon's basic attacks and Spear Shot gain 100% critical strike chance against targets below @Effect3Amount@% health.<br><br><font color='#FF9900' size='14'>Active: </font>Pantheon focuses and deals @Effect4Amount@ swift strikes in front of him for @Effect1Amount@ <font color='#FF8C00'>(+@f1@)</font> physical damage per strike.  Deals double damage to champions.</mainText>"
"game_spell_tooltip_Pantheon_LeapBash","<titleLeft>Aegis of Zeonia (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Pantheon leaps at the target enemy champion and deals @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage and stuns them for @Effect2Amount@ second. Pantheon also instantly refreshes his Aegis Protection.</mainText>"
"game_spell_tooltip_Pantheon_Throw","<titleLeft>Spear Shot (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Pantheon hurls his spear at an opponent, dealing @Effect2Amount@ <font color='#FF8C00'>(+@f1@)</font> physical damage. </mainText>"
"game_spell_tooltip_PantheonBasicAttack","Basic attacks of Pantheon's spear and shield."
"game_spell_tooltip_PantheonBasicAttack2","Basic attacks of Pantheon's spear and shield."
"game_spell_tooltip_Parley","<titleLeft>Parrrley (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Gangplank shoots a target unit for @Effect1Amount@ <font color='#FF8C00'>(+@f1@)</font> physical damage. Gangplank gains @Effect2Amount@ extra gold if Parrrley deals a killing blow. This ability can crit and applies on hit effects.</mainText>"
"game_spell_tooltip_PhosphorusBomb","<titleLeft>Phosphorus Bomb (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Deals @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage to enemies in a target area. In addition, the blast reveals the area and champions hit by the blast for 6 seconds (does not reveal stealth).</mainText>"
"game_spell_tooltip_PickACard","<titleLeft>Pick a Card (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Cast once to shuffle the deck and again to choose your card, enhancing your next attack.<br><font color='#0000FF'>Blue Card</font> deals @Effect1Amount@ <font color='#FF8C00'>(+@CharTotalPhysical2@)</font> <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage, restoring mana equal to 65% of the damage dealt.<br><font color='#FF0000'>Red Card</font> deals @Effect4Amount@ <font color='#FF8C00'>(+@CharTotalPhysical2@)</font> <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage to units around the target and slows their movement speeds by @Effect2Amount@%.<br><font color='#FFD700'>Gold Card</font> deals @Effect5Amount@<font color='#FF8C00'> (+@CharTotalPhysical2@)</font> <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage and stuns for @Effect3Amount@ seconds.</mainText>"
